long,lat,id,nombre,categoria,cocina,ambientacion,telefono,mail,horario,calle_nombre,calle_altura,calle_cruce,direccion_completa,barrio,comuna,codigo_postal,codigo_postal_argentino
"-584,321,264","-346,257,274",975,CAPRICCIO,RESTAURANTE,TRADICIONAL,CLASICO PORTEÑO,4924 9942,,,GOYENA PEDRO,358,,"GOYENA, PEDRO AV. 358",Caballito,6,1424,C1424BSQ
"-584,738,056","-345,776,725",2753,CARA NAPOLI,RESTAURANTE,PIZZERIA,CLASICO PORTEÑO,4522 8975,,lunes a lunes de 7.30 a 00,ALVAREZ THOMAS,2302,,ALVAREZ THOMAS AV. 2302,Villa Ortuzar,15,1431,C1431FON
"-584,256,119","-345,855,628",2818,Caracas Bar,BAR,VENEZOLANA,MODERNO,47768704,infocaracasbar@gmail.com,lunes a lunes de 12.30 a 4.30,guatemala,4802,,GUATEMALA 4802,Palermo,14,1425,C1425BUP
"-583,731,867","-345,929,646",1969,CARDINALE,RESTAURANTE,ITALIANA,ITALIANA,4318 9000,,lunes a domingo de 6 a 00,SAN MARTIN,1225,,SAN MARTIN 1225,Retiro,1,1104,C1104AKC
"-584,354,278","-345,847,713",88,CARITO MORENA,RESTAURANTE,PARRILLA,MODERNO,4772 2277,,,HONDURAS,5501,,HONDURAS 5501,Palermo,14,1414,C1414BNC
"-583,915,484","-345,887,714",1686,CARLITOS,RESTAURANTE,MINUTAS,CLASICO PORTEÑO,4806 9265,,,GUIDO,1962,,GUIDO 1962,Recoleta,2,1119,C1119AAD
"-583,635,342","-346,362,336",1231,CARLITOS,RESTAURANTE,ITALIANA,CLASICO PORTEÑO,4342 2433,juanzinola@hotmail.com,lunes a sábado de 12 a 15 y de 20 a 00,BRANDSEN,694,,BRANDSEN 694,Boca,4,1161,C1161AAN
"-584,132,267","-345,845,946",91,CARMESI,RESTAURANTE,MINUTAS,CLASICO PORTEÑO,4833 7667,,,ARAOZ,2701,,ARAOZ 2701,Palermo,14,1425,C1425DGQ
"-58,438,374","-345,872,951",92,CARNAL,RESTAURANTE,,,,,,VEGA NICETO Cnel.,5507,,"VEGA, NICETO, Cnel. AV. 5507",Palermo,14,1414,C1414BFC
"-583,959,518","-345,996,249",1687,CARNER BAR,RESTAURANTE,PORTEÃ‘A,MODERNO,4966 0963,,,CORDOBA,2001,,CORDOBA AV. 2001,Recoleta,2,1120,C1120AAC
"-583,804,941","-346,049,416",2177,CAROBEL,RESTAURANTE,INTERNACIONAL,,4327 0552,,,SARMIENTO,964,,SARMIENTO 964,San Nicolas,1,1041,C1041AAT
"-58,403,518","-346,058,966",722,CARROT,RESTAURANTE,,,,,,PASO,327,,PASO 327,Balvanera,3,1031,C1031ABG
"-58,527,132","-346,403,584",1267,CARTAN,RESTAURANTE,TENEDOR LIBRE,MODERNO,4644 2917,,,FALCON RAMON L.CNEL.,7158,,"FALCON, RAMON L.,CNEL. 7158",Liniers,9,1408,C1408DSJ
"-583,947,064","-345,955,806",1690,CARTOON,RESTAURANTE,INTERNACIONAL,MODERNO,4812 1764,,,RIOBAMBA,1112,,RIOBAMBA 1112,Recoleta,2,1116,C1116ABH
"-584,047,211","-345,920,269",1688,CASA DE LA NONNA,RESTAURANTE,ITALIANA,MODERNO,4821 4000,,lunes a domingo de 9 a 00,ARENALES,2771,,ARENALES 2771,Recoleta,2,1425,C1425BEE
"-583,749,149","-346,196,479",2559,CASA DE LAS PIZZAS,RESTAURANTE,INTERNACIONAL,CLASICO PORTEÑO,4300 4341,,lunes a domingo de 10 a 14 y de 18 a 23,CALVO CARLOS,637,,"CALVO, CARLOS 637",San Telmo,1,1102,C1102AAM
"-583,739,383","-346,012,149",2178,CASA ROCA,RESTAURANTE,TRADICIONAL,ANTIGUO,4393 5777,www.casa-roca.com.ar,lunes a viernes de 12 a 16,SAN MARTIN,579,,SAN MARTIN 579,San Nicolas,1,1004,C1004AAK
"-583,935,316","-346,092,244",725,CASABLANCA,RESTAURANTE,,,,,,RIVADAVIA AV,1901,,RIVADAVIA AV. 1901,Balvanera,3,1033,C1033AAJ
"-584,361,449","-345,668,644",498,CASITA CHINA,RESTAURANTE,CHINA,CHINA,4771 6681,,martes a domingo de 12 a 15,MAURE,1711,,MAURE 1711,Palermo,14,1426,C1426CUE
"-583,974,339","-346,120,043",723,CASITAS II,RESTAURANTE,,,,,,PASCO,212,,PASCO 212,Balvanera,3,1081,C1081AAF
"-583,781,288","-345,988,151",1970,CASTELAR,RESTAURANTE,MINUTAS,CLASICO PORTEÑO,4314 6869,,,CORDOBA,799,,CORDOBA AV. 799,Retiro,1,1054,C1054AAG
,,,CASTELAR HOTEL & SPA,Bar Notable,,,4383-5000/9,reservas@castelarhotel.com.ar,,,,,AV. DE MAYO 1152,MONSERRAT,1,,
"-584,352,157","-345,943,659",2660,CASTILLO 601,RESTAURANTE,PARRILLA,CLASICO PORTEÑO,,,,CASTILLO,601,,CASTILLO 601,Villa Crespo,15,1414,C1414AWM
"-583,712,453","-34,617,115",2561,CATALINAS,RESTAURANTE,TRADICIONAL,CLASICO PORTEÑO,4362 4714,,,INDEPENDENCIA,375,,INDEPENDENCIA AV. 375,San Telmo,1,1099,C1099AAD
"-583,983,127","-346,059,931",726,CATALINO,RESTAURANTE,MINUTAS,ESPAÑOL,4952 1935,,,SARMIENTO,2227,,SARMIENTO 2227,Balvanera,3,1044,C1044AAI
"-584,730,552","-346,853,644",2787,CATEDRAL,CAFE,PIZZERIA,MODERNO,,,,FERNANDEZ DE LA CRUZ F. GRAL.,6197,,"FERNANDEZ DE LA CRUZ, F., GRAL. AV. 6197",Villa Riachuelo,8,1439,C1439COM
,,,CÁTULO TANGO,Restaurante Tangueria,,,4106-4511,gerencia@catulotango.com,,,,,ZELAYA 3080,BALVANERA,3,,
"-58,432,437","-3,458,004",93,CAVAS & CUEVAS GRAND BAR,RESTAURANTE,DE AUTOR,CLASICO PORTEÑO,4773 0598,,,GUATEMALA,5650,,GUATEMALA 5650,Palermo,14,1425,C1425BVJ
"-585,105,309","-346,051,774",2701,CECEPE,RESTAURANTE,PIZZERIA,CLASICO PORTEÑO,4504 2272,,,BEIRO FRANCISCO,4202,,"BEIRO, FRANCISCO AV. 4202",Villa Devoto,11,1419,C1419HZR
"-583,909,287","-346,055,807",2179,CELTA BAR,RESTAURANTE,MINUTAS,MODERNO,4371 7338,,lunes a domingo de 1 a 00,SARMIENTO,1702,,SARMIENTO 1702,San Nicolas,1,1042,C1042ABH
,,,CELTA BAR,Bar Notable,,,7371-7338,baresnotables@gmail.com,,,,,SARMIENTO 1702,SAN NICOLÁS,1,,
"-584,115,312","-346,105,998",724,CENTENARIO,RESTAURANTE,PORTEÃ‘A,CLASICO PORTEÑO,4866 0288,,,RIVADAVIA,3192,,RIVADAVIA AV. 3192,Balvanera,3,1203,C1203AAQ
"-584,411,273","-346,229,611",977,CENTENERA,RESTAURANTE,REGIONAL,RUSTICA,4901 1533,,,ALBERDI JUAN BAUTISTA,914,,"ALBERDI, JUAN BAUTISTA AV. 914",Caballito,6,1424,C1424BYW
"-583,930,593","-346,043,784",727,CENTRAL BAR,RESTAURANTE,,,,,,CORRIENTES,1835,,CORRIENTES AV. 1835,Balvanera,3,1045,C1045AAA
"-583,939,362","-346,127,967",728,CENTRO LALIN,RESTAURANTE,ESPAÃ‘OLA,MODERNO,,,,MORENO,1949,,MORENO 1949,Balvanera,3,1094,C1094ABC
"-583,739,072","-346,416,826",899,CENTURY FOOD,RESTAURANTE,INTERNACIONAL,MODERNO,4301 5663,,,MONTES DE OCA MANUEL,1176,,"MONTES DE OCA, MANUEL 1176",Barracas,4,1270,C1270AAY
"-584,007,273","-346,067,798",729,CERVANTES,RESTAURANTE,,,4952 9963,,,AZCUENAGA,250,,AZCUENAGA 250,Balvanera,3,1029,C1029AAF
"-583,963,469","-346,081,216",730,CERVANTES,RESTAURANTE,MINUTAS,CLASICO PORTEÑO,,,,JUNIN,107,,JUNIN 107,Balvanera,3,1026,C1026ABC
"-583,931,616","-34,606,848",731,CERVANTES II,RESTAURANTE,INTERNACIONAL,,4372 2060,,,PERON JUAN DOMINGO TTE.,1883,,"PERON, JUAN DOMINGO, TTE. GENERAL 1883",Balvanera,3,1040,C1040AAA
"-583,945,116","-345,950,121",1691,CERVATILLO,RESTAURANTE,INTERNACIONAL,CLASICO PORTEÑO,4813 8975,,,RIOBAMBA,1193,,RIOBAMBA 1193,Recoleta,2,1116,C1116ABG
"-583,959,932","-345,953,648",1689,CERVATILLO II,BAR,PORTEÃ‘A,CLASICO PORTEÑO,4813 5228,,,AYACUCHO,1127,,AYACUCHO 1127,Recoleta,2,1111,C1111AAG
"-584,311,354","-345,707,154",94,CERVECERIA ARCE,RESTAURANTE,TRADICIONAL,EQUITACION,4772 4666,,,ARCE,375,,ARCE 375,Palermo,14,1426,C1426BSC
"-584,712,667","-345,782,636",2755,CERVECERIA LOPEZ,RESTAURANTE,TRADICIONAL,CLASICO PORTEÑO,4553 5682,,,ALVAREZ THOMAS,2136,,ALVAREZ THOMAS AV. 2136,Villa Ortuzar,15,1430,C1430EEO
,,,CERVECERÍA LÓPEZ,Restaurante,,,4552-0275,cervecerialopez@outlook.com,,,,,ÁLVAREZ THOMAS 2136,VILLA ORTUZAR,15,,
"-584,126,368","-345,866,479",96,CHAJA,RESTAURANTE,MINUTAS,MODERNO,4823 3003,pizzachaja@yahoo.com.ar,,SALGUERO JERONIMO,2069,,"SALGUERO, JERONIMO 2069",Palermo,14,1425,C1425DEE
"-583,932,571","-34,585,442",1692,CHAMPS ELYSEES,BAR,INTERNACIONAL,CLASICO PORTEÑO,5777 6000,,,PUEYRREDON,2501,,PUEYRREDON AV. 2501,Recoleta,2,1119,C1119ACI
"-58,384,309","-346,268,415",1101,CHANTO OTTO,CAFE,,CLASICO PORTEÑO,,,,SANTIAGO DEL ESTERO,1594,,SANTIAGO DEL ESTERO 1594,Constitucion,1,1136,C1136ABH
"-583,765,953","-345,999,102",2180,CHAPLIN,RESTAURANTE,PARRILLA,CLASICO PORTEÑO,4322 6725,,lunes a viernes de 11 a 16,VIAMONTE,691,,VIAMONTE 691,San Nicolas,1,1053,C1053ABM
"-58,507,152","-346,684,837",1288,CHARLOTTE,BAR,FAST FOOD,MODERNO,4686 2288,,,CORRALES,7400,,DE LOS CORRALES AV. 7400,Mataderos,9,1440,C1440BBW
"-584,670,609","-346,297,718",1138,CHARLY,RESTAURANTE,MINUTAS,CLASICO PORTEÑO,4637 3765,,,CONDARCO,16,,CONDARCO 16,Flores,7,1406,C1406AEB
"-583,841,695","-346,260,063",1103,CHARLY BAR,CAFE,MINUTAS,CLASICO PORTEÑO,4305 5252,,,PAVON,1299,,PAVON 1299,Constitucion,1,1151,C1151ABC
"-584,770,072","-346,783,893",2742,CHARLY PIZZA BAR,RESTAURANTE,PIZZERIA,CLASICO PORTEÑO,4601 8377,,,CAFAYATE,4187,,CAFAYATE 4187,Villa Lugano,8,1439,C1439FUC
"-583,864,826","-346,054,675",2181,CHAVAL,RESTAURANTE,INTERNACIONAL,,4373 4486,,,URUGUAY,286,,URUGUAY 286,San Nicolas,1,1015,C1015ABF
"-584,631,611","-345,416,025",1501,CHAVELA RESTO BAR,RESTAURANTE,INTERNACIONAL,MODERNO,4702 5355,www.chavelaclub.com.ar,,DEL LIBERTADOR,7999,,DEL LIBERTADOR AV. 7999,NuÑes,13,1429,C1429BMM
"-583,726,345","-345,954,668",1971,CHE BAR,CAFE,MINUTAS,CLASICO PORTEÑO,4313 8893,,lunes a viernes de 7 a 21,ALEM LEANDRO N.,1036,,"ALEM, LEANDRO N. AV. 1036",Retiro,1,1001,C1001AAS
"-583,899,844","-34,597,159",1693,CHE BUENOS AIRES,RESTAURANTE,TRADICIONAL,CLASICO PORTEÑO,4811 6804,,,ALVEAR MARCELO T. De,1601,,"ALVEAR, MARCELO T. De 1601",Recoleta,2,1060,C1060AAE
"-583,838,511","-345,878,564",1972,CHE BUENOS AIRES,CAFE,INTERNACIONAL,CLASICO PORTEÑO,4815 2554,,,DEL LIBERTADOR,800,,DEL LIBERTADOR AV. 800,Retiro,1,1001,C1001ABU
"-585,241,254","-346,343,144",2649,CHE CAFE,RESTAURANTE,SANDWICHERIA,BOHEMIO,4642 2482,,,JUSTO JUAN B.,9499,,"JUSTO, JUAN B. AV. 9499",Versalles,10,1408,C1408AKL
"-583,833,401","-346,106,011",1368,"CHE, BO",RESTAURANTE,,,4383 4009,,,SALTA,178,,SALTA 178,Monserrat,1,1074,C1074AAD
"-584,664,227","-345,398,126",1502,CHECHO,RESTAURANTE,PARRILLA,RUSTICA,4702 8111,checho@house.com.ar,,RAMALLO,1781,,RAMALLO 1781,NuÑes,13,1429,C1429DUA
"-583,808,991","-346,013,175",2182,CHELO,RESTAURANTE,INTERNACIONAL,,4393 8557,,,TUCUMAN,999,,TUCUMAN 999,San Nicolas,1,1049,C1049AAS
"-583,756,549","-346,521,687",901,CHERIBO,CAFE,INTERNACIONAL,CLASICO PORTEÑO,4302 2585,,,CRUZ OSVALDO,2099,,"CRUZ, OSVALDO AV. 2099",Barracas,4,1293,C1293ACE
"-585,262,272","-346,147,636",2784,CHERYS,CAFE,SANDWICHERIA,MODERNO,4639 7007,,,BEIRO FRANCISCO,5395,,"BEIRO, FRANCISCO AV. 5395",Villa Real,10,1419,C1419IAC
"-58,397,314","-345,944,725",1694,CHEZ O!!,RESTAURANTE,MEDITERRANEA,CLASICO PORTEÑO,4821 2774,,,ARENALES,2102,,ARENALES 2102,Recoleta,2,1124,C1124AAH
"-585,060,885","-346,562,434",1289,CHICHE DE MATADEROS,RESTAURANTE,INTERNACIONAL,CLASICO PORTEÑO,,,,BRAGADO,6390,,BRAGADO 6390,Mataderos,9,1440,C1440ADD
"-584,342,591","-345,757,801",95,CHINA ARGENTINA,RESTAURANTE,TENEDOR LIBRE,MEDITERRANEO,4771 9944,,lunes a domingo de 12 a 15 y de 20 a 00,SANTA FE,5300,,SANTA FE AV. 5300,Palermo,14,1425,C1425BIO
"-584,994,524","-346,326,544",1137,CHINO CAFE RESTAURANTE,RESTAURANTE,,,,,,MORON,5040,,MORON 5040,Villa Luro,10,1407,C1407EOJ
"-58,389,206","-346,054,102",2184,CHIQUILIN,RESTAURANTE,INTERNACIONAL,CLASICO PORTEÑO,4371 1652,restaurante@ciudad.com.ar,,SARMIENTO,1599,,SARMIENTO 1599,San Nicolas,1,1042,C1042ABC
,,,CHIQUILÍN,Restaurante,,,4371-1652,info@chiquin-argentina.com.ar,,,,,MONTEVIDEO 321,SAN NICOLÁS,1,,
"-583,991,097","-346,186,332",2082,CHIQUIN,,PIZZERIA,CLASICO PORTEÑO,,,,INDEPENDENCIA,2302,,INDEPENDENCIA AV. 2302,San Cristobal,3,1225,C1225AAS
"-584,727,792","-346,239,416",1139,CHOCOLATE,RESTAURANTE,MINUTAS,CLASICO PORTEÑO,4613 4738,,,NAZCA AV,726,,NAZCA AV. 726,Flores,7,1406,C1406AJT
"-584,336,481","-345,817,566",97,CHRISTOPHE,RESTAURANTE,,,4771 1150,,,FITZ ROY,1994,,FITZ ROY 1994,Palermo,14,1414,C1414CID
"-58,453,666","-345,669,401",580,CHUNGO,SANDWICHERIA,,MODERNO,0800 888 248646,,,PINO Virrey del,2500,,"PINO, Virrey del 2500",Colegiales,13,1426,C1426EGR
"-58,383,113","-346,166,596",1370,CIBER,RESTAURANTE,MINUTAS,MODERNO,,,,SALTA,703,,SALTA 703,Monserrat,1,1074,C1074AAO
"-584,299,032","-345,874,741",98,CIELITO LINDO,RESTAURANTE,MEXICANA,MEXICANO,4832 8054,,lunes a domingo de 20 a 00,EL SALVADOR,4999,,EL SALVADOR 4999,Palermo,14,1414,C1414BPO
"-583,725,128","-346,384,681",900,CIEN MOTIVOS,CAFE,MINUTAS,CLASICO PORTEÑO,4303 1609,polcito2000@yahoo.com.ar,,SUAREZ,1502,,SUAREZ 1502,Barracas,4,1288,C1288AEH
"-584,131,223","-345,971,311",1695,CILANTRO COMEDOR MUNDANO,RESTAURANTE,PERUANA,MODERNO,4962 3148,,martes a sábado de 21 a 2,SANCHEZ DE BUSTAMANTE,1186,,SANCHEZ DE BUSTAMANTE 1186,Recoleta,2,1173,C1173ABV
"-583,955,567","-346,033,025",732,CINA BAR,RESTAURANTE,INTERNACIONAL,,4953 6483,,,LAVALLE,2002,,LAVALLE 2002,Balvanera,3,1051,C1051ABF
"-584,922,653","-346,313,895",2634,CINCO ESQUINAS,RESTAURANTE,MINUTAS,CLASICO PORTEÑO,4674 1983,,,ARANGUREN JUAN F. Dr.,4587,,"ARANGUREN, JUAN F., Dr. 4587",Velez Sarsfield,10,1407,C1407ELY
"-584,566,796","-345,622,386",499,CINEMA,RESTAURANTE,,MODERNO,5786 0333,,,CABILDO,2088,,CABILDO AV. 2088,Belgrano,13,1428,C1428AAP
"-584,664,869","-346,246,919",1140,CIRANZO BAR,BAR,,,,,,AVELLANEDA,2523,,AVELLANEDA AV. 2523,Flores,7,1406,C1406FYK
"-583,742,306","-34,604,469",2183,CIRCE,RESTAURANTE,INTERNACIONAL,GRIEGA,4393 8111,circe@web-mail.com.ar,lunes a viernes de 7 a 20,SARMIENTO,537,,SARMIENTO 537,San Nicolas,1,1041,C1041AAK
"-584,355,985","-346,232,295",978,CIRCULO 9 DE JULIO,RESTAURANTE,MARISCOS,ESPAÑOL,4902 7342,,lunes a domingo de 12 a 15 y de 20 a 00,ALBERDI JUAN BAUTISTA,568,,"ALBERDI, JUAN BAUTISTA AV. 568",Caballito,6,1424,C1424BYS
"-583,796,427","-346,011,044",2185,CITADINO,RESTAURANTE,ITALIANA,MODERNO,4328 1374,www.menya.com,lunes a viernes de 8.30 a 17.30,SUIPACHA,624,,SUIPACHA 624,San Nicolas,1,1008,C1008AAN
"-583,726,601","-346,003,555",2188,CITY BAR,BAR,MINUTAS,CLASICO PORTEÑO,4312 9124,,,RECONQUISTA,650,,RECONQUISTA 650,San Nicolas,1,1003,C1003ABN
"-583,752,165","-346,021,017",2186,CITY CORNER,BAR,MINUTAS,CLASICO PORTEÑO,4393 2833,,lunes a sábado de 8 a 22,FLORIDA,501,,FLORIDA 501,San Nicolas,1,1005,C1005AAK
"-58,469,453","-346,305,444",1142,CLAPTON,BAR,PIZZERIA,MODERNO,4611 6269,,,RIVADAVIA AV,7399,,RIVADAVIA AV. 7399,Flores,7,1406,C1406GMD
"-583,745,124","-346,009,669",2189,CLARIDGE'S,RESTAURANTE,INTERNACIONAL,,4374 7700,,,TUCUMAN,535,,TUCUMAN 535,San Nicolas,1,1049,C1049AAK
"-583,757,917","-346,045,768",2187,CLARK CENTRO,RESTAURANTE,INTERNACIONAL,,,,,SARMIENTO,645,,SARMIENTO 645,San Nicolas,1,1041,C1041AAM
"-583,924,387","-345,885,213",1697,CLARK'S,RESTAURANTE,INTERNACIONAL,CLASICO PORTEÑO,4801 9502,,,JUNIN,1777,,JUNIN 1777,Recoleta,2,1113,C1113AAS
"-585,082,739","-346,269,336",1322,CLARO,RESTAURANTE,SANDWICHERIA,MODERNO,4639 4157,,,LOPE DE VEGA,1400,,LOPE DE VEGA AV. 1400,Villa Luro,10,1407,C1407BNZ
"-583,931,065","-345,990,018",1696,CLASICA Y MODERNA,RESTAURANTE,INTERNACIONAL,CLASICO PORTEÑO,4812 8707,www.clasicaymoderna.com,,CALLAO,892,,CALLAO AV. 892,Recoleta,2,1023,C1023AAO
"-583,965,267","-345,996,362",1698,CLASICAS,RESTAURANTE,,,4961 8840,,,CORDOBA,2045,,CORDOBA AV. 2045,Recoleta,2,1120,C1120AAC
"-584,242,007","-345,778,347",99,CLASICO,RESTAURANTE,PIZZERIA,CLASICO PORTEÑO,4776 5460,,,BERUTI,4594,,BERUTI 4594,Palermo,14,1425,C1425BDD
"-583,729,425","-346,206,895",2560,CLASICO,BAR,MINUTAS,CLASICO PORTEÑO,4307 0516,,lunes a domingo de 7 a 00,HUMBERTO 1º,501,,HUMBERTO 1º 501,San Telmo,1,,
"-584,273,269","-3,462,494",980,CLASS,RESTAURANTE,SANDWICHERIA,ELEGANTE,4922 3136,,,LA PLATA,797,,LA PLATA AV. 797,Caballito,6,1235,C1235ABE
"-584,557,035","-34,559,875",500,CLOE,RESTAURANTE,INTERNACIONAL,ANTIGUO,4784 6436,,,CUBA,2208,,CUBA 2208,Belgrano,13,1428,C1428AEJ
"-583,907,817","-346,039,211",2190,CLOVER LIGHT,RESTAURANTE,MINUTAS,,4373 6060,,lunes a viernes de 8 a 19,RODRIGUEZ PEÑA,433,,RODRIGUEZ PEÑA 433,San Nicolas,1,,
"-583,727,574","-345,952,166",1973,CLUB DANES,RESTAURANTE,,CLASICO PORTEÑO,4312 9266,,lunes a viernes de 12 a 15,ALEM LEANDRO N.,1074,,"ALEM, LEANDRO N. AV. 1074",Retiro,1,1001,C1001AAS
"-584,294,867","-345,918,789",100,CLUB DEL VINO,RESTAURANTE,INTERNACIONAL,RUSTICA,4833 0050,,,CABRERA JOSE A.,4737,,"CABRERA, JOSE A. 4737",Palermo,14,1414,C1414BGK
"-584,318,424","-345,873,659",101,CLUB EROS,RESTAURANTE,MINUTAS,RUSTICA,4832 1313,,lunes a domingo de 12 a 16 y de 20 al cierre,URIARTE,1609,,URIARTE 1609,Palermo,14,1414,C1414DAQ
"-58,489,105","-345,579,941",2063,CLUB S.D.C VIENTO NORTE,CAFE,SANDWICHERIA,MODERNO,,,,MARIANO ACHA,3743,,"ACHA, MARIANO, Gral. 3743",Saavedra,12,1430,C1430DVW
"-584,341,155","-346,171,708",979,CO Y CINA,RESTAURANTE,PIZZERIA,MODERNO,4904 2202,,,RIVADAVIA,4895,,RIVADAVIA AV. 4895,Caballito,6,1424,C1424CED
"-584,314,856","-3,460,204",618,COCINA & CIA,RESTAURANTE,JUDIA,RUSTICA,4865 3914,cocina-cia@sion.com,,CORRIENTES,4673,,CORRIENTES AV. 4673,Almagro,5,1195,C1195AAF
"-584,018,357","-345,945,016",1699,COCINA & CIA,RESTAURANTE,INTERNACIONAL,MODERNO,4823 4431,cocina_cia@sion.com,,SANTA FE,2461,,SANTA FE AV. 2461,Recoleta,2,1123,C1123AAG
"-584,201,266","-345,899,386",103,COCINA REGIONAL 1810,RESTAURANTE,REGIONAL,FOLKLORICO,4864 4507,,lunes a domingo de 11 a 16 y de 19 a 00,ALVAREZ JULIAN,1918,,"ALVAREZ, JULIAN 1918",Palermo,14,1425,C1425DHB
"-584,722,191","-346,906,616",1290,COCO,RESTAURANTE,INTERNACIONAL,CLASICO PORTEÑO,4686 4514,,,CORRALES,6555,,CORRALES 6555,Villa Riachuelo,8,1439,C1439DBK
"-583,802,231","-346,013,445",2192,COCO PASO,RESTAURANTE,MINUTAS,CLASICO PORTEÑO,4322 8275,ethel9002@hotmail.com,lunes a viernes de 8 a 20,TUCUMAN,938,,TUCUMAN 938,San Nicolas,1,1049,C1049AAT
"-583,724,141","-346,045,392",2191,COFETIN,RESTAURANTE,MINUTAS,MODERNO,4326 7606,kamramundo@hotmail.com,lunes a viernes de 7 a 18,RECONQUISTA,286,,RECONQUISTA 286,San Nicolas,1,1003,C1003ABF
"-584,712,182","-345,654,664",1085,COGHLAN,RESTAURANTE,,,,,,MONROE,3600,,MONROE AV. 3600,Belgrano,13,1430,C1430BKP
"-585,174,348","-346,092,507",2704,COLLAGE BAR POOL,RESTAURANTE,SANDWICHERIA,MODERNO,,,,BEIRO FRANCISCO,4749,,"BEIRO, FRANCISCO AV. 4749",Villa Devoto,11,1419,C1419HZJ
"-58,438,617","-34,597,962",2663,COMANDERS,RESTAURANTE,MINUTAS,CLASICO PORTEÑO,,,,VERA,601,,VERA 601,Villa Crespo,15,1414,C1414AOM
"-583,912,754","-345,888,865",1701,COMES,RESTAURANTE,INTERNACIONAL,MODERNO,4800 0344,,,GUIDO,1931,,GUIDO 1931,Recoleta,2,1119,C1119AAC
"-583,696,844","-346,122,527",1369,COMET,RESTAURANTE,MINUTAS,CLASICO PORTEÑO,4334 3711,,lunes a viernes de 7 a 20,BELGRANO,217,,BELGRANO AV. 217,Monserrat,1,1092,C1092AAC
"-584,617,312","-346,366,926",1141,COMETE TODO,RESTAURANTE,PARRILLA,MODERNO,4611 8018,,,VARELA,605,,VARELA AV. 605,Flores,7,1406,C1406EKM
"-584,296,323","-345,721,695",102,COMO,RESTAURANTE,ITALIANA,ITALIANA,4774 1787,comoristorante@hotmail.com,,ARGUIBEL ANDRES,2859,,"ARGUIBEL, ANDRES 2859",Palermo,14,1426,C1426DKA
"-58,412,201","-346,120,693",734,COMO TE EXTRAÑO CLARA,RESTAURANTE,MINUTAS,CLASICO PORTEÑO,4861 0245,,,YRIGOYEN HIPOLITO,3235,,"YRIGOYEN, HIPOLITO 3235",Balvanera,3,1207,C1207ABE
"-583,655,903","-346,200,248",1597,COMO? EL 12,RESTAURANTE,PIZZERIA,,4312 5338,,,MOREAU DE JUSTO ALICIA,1799,,"MOREAU DE JUSTO, ALICIA AV. 1799",Puerto Madero,1,1107,C1107AFI
"-584,022,807","-345,977,725",1703,COMODINES,RESTAURANTE,PORTEÃ‘A,MODERNO,4961 2640,,,PARAGUAY,2402,,PARAGUAY 2402,Recoleta,2,1121,C1121ABN
"-58,421,873","-345,829,251",104,COMODINES,RESTAURANTE,PORTEÃ‘A,MODERNO,4832 8282,,,GUEMES,4400,,GUEMES 4400,Palermo,14,1425,C1425BLD
,,,COMPLEJO TANGO,Tanguería,,,4941-1119,reservas@complejotango.com.ar,,,,,AV. BELGRANO 2608,BALVANERA,3,,
"-583,905,179","-346,043,917",2193,COMPUBAR,RESTAURANTE,TRADICIONAL,MODERNO,5218 2851,,lunes a sábado de 9 a 2,CORRIENTES,1686,,CORRIENTES AV. 1686,San Nicolas,1,1042,C1042AAP
"-584,377,024","-34,583,596",105,CONCEPTO,RESTAURANTE,MEDITERRANEA,MINIMALISTA,4773 0411,,,BONPLAND,1670,,BONPLAND 1670,Palermo,14,1414,C1414CMT
"-583,947,509","-345,882,953",1702,CONCEPTO INDIGO,RESTAURANTE,GOURMET,MINIMALISTA,4806 7430,cponceptoindigorecoleta@yahoo.com.ar,,LOPEZ VICENTE,2152,,"LOPEZ, VICENTE 2152",Recoleta,2,1128,C1128ACH
"-584,060,012","-345,833,432",107,CONCEPTO INDIGO,RESTAURANTE,MEDITERRANEA,ORIENTAL,4801 4080,www.conceptoindigo.com,,LAS HERAS GRAL.,3195,,LAS HERAS GENERAL AV. 3195,Palermo,14,1425,C1425ASI
"-583,921,198","-346,081,935",733,CONFINTERIA ANTIGUA L'AIGLON,RESTAURANTE,INTERNACIONAL,CLASICO PORTEÑO,4951 7980,,,CALLAO,98,,CALLAO AV. 98,Balvanera,3,1022,C1022AAN
"-583,816,659","-3,461,541",1371,CONFITERIA ATECA,RESTAURANTE,MINUTAS,MODERNO,4381 6362,,,LIMA,603,,LIMA 603,Monserrat,1,1073,C1073AAM
"-583,794,828","-346,039,247",2196,CONFITERIA IDEAL,RESTAURANTE,MINUTAS,ANTIGUO,5265 8078,,lunes a domingo de 8 a 22,SUIPACHA,384,,SUIPACHA 384,San Nicolas,1,1008,C1008AAH
"-583,992,945","-346,075,994",735,CONFITERIA LA FAMILIA,RESTAURANTE,MINUTAS,CLASICO PORTEÑO,4951 8611,,,PASTEUR,176,,PASTEUR 176,Balvanera,3,1028,C1028AAD
"-583,771,552","-34,602,374",2194,CONFITERIA LE CARAVELLE,RESTAURANTE,SANDWICHERIA,CLASICO PORTEÑO,4322 1673,,lunes a domingo de 7.30 a 23,LAVALLE,726,,LAVALLE 726,San Nicolas,1,1047,C1047AAP
